practitioner_id|npi|entity_type|name_prefix|first_name|middle_name|last_name|name_suffix|credential|specialty|sex|address|city|state|zip_code|latitude|longitude|phone|data_source|META_data_source|META_Load_DTTM
PR00118|1000000118|individual||Elijah|Liam|Torres||CNM|Psychiatry|male|2972 Medical Plaza Dr|NY City|NY|99767|25.129565|-99.154981|(224) 913-8784|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00119|1000000119|individual||Scarlett|Benjamin|Hernandez||APRN|Oncology|female|7568 Medical Plaza Dr|MA City|MA|49893|30.189631|-83.162988|(977) 628-6998|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00120|1000000120|individual|Dr.|Daniel||Clark||DO|Psychiatry|male|3896 Medical Plaza Dr|NC City|NC|40298|31.232403|-107.829704|(840) 289-2398|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00121|1000000121|individual|Dr.|Harper||White||MD|Neurology|female|6748 Medical Plaza Dr|NY City|NY|61899|47.221854|-84.366126|(651) 643-3883|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00122|1000000122|individual||Elizabeth||Brown||NP|Oncology|female|9686 Medical Plaza Dr|OH City|OH|46714|28.29357|-114.747459|(448) 473-1992|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00123|1000000123|individual|Dr.|Ella||Gonzalez||MD|Urgent Care|female|5166 Medical Plaza Dr|MI City|MI|92387|35.500198|-111.124564|(261) 809-1195|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00124|1000000124|individual||Sophia||Hill||FNP-C|Family Medicine|female|1400 Medical Plaza Dr|MA City|MA|58340|39.480572|-83.551111|(292) 233-9064|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00125|1000000125|individual||Ethan||Ramirez||RN|Psychiatry|male|5129 Medical Plaza Dr|NC City|NC|72052|26.701548|-99.762221|(227) 834-7580|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00126|1000000126|individual||Henry|Henry|Young||APRN|Obstetrics|male|9181 Medical Plaza Dr|NJ City|NJ|16488|36.645461|-112.631309|(523) 878-3253|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00127|1000000127|individual||Ava||Wilson||NP-C|Cardiology|female|7440 Medical Plaza Dr|PA City|PA|12425|27.924894|-92.347665|(233) 325-4093|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00128|1000000128|individual||Amelia||Sanchez||CNM|Family Medicine|female|5726 Medical Plaza Dr|AZ City|AZ|77184|42.202931|-86.42373|(969) 737-6828|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00129|1000000129|individual||Liam|Olivia|Hill||APRN|Oncology|male|2296 Medical Plaza Dr|FL City|FL|50260|38.620666|-105.143329|(579) 286-7446|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00130|1000000130|individual||Oliver||Thompson||APRN|Internal Medicine|male|7753 Medical Plaza Dr|NJ City|NJ|13259|34.008208|-114.31053|(811) 209-4906|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00131|1000000131|individual|Dr.|Henry|William|Lopez||MD|Family Medicine|male|9849 Medical Plaza Dr|PA City|PA|86297|46.23993|-122.797303|(976) 503-2079|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00132|1000000132|individual||Elizabeth||Clark||APRN|Obstetrics|female|6077 Medical Plaza Dr|MA City|MA|51364|46.184018|-73.93436|(775) 592-9542|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00133|1000000133|individual||Daniel||Thompson||FNP-C|Internal Medicine|male|7348 Medical Plaza Dr|FL City|FL|81553|26.657568|-119.52057|(733) 645-7034|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00134|1000000134|individual||Noah|Elijah|King||RN|Urgent Care|male|7596 Medical Plaza Dr|NY City|NY|94223|39.786742|-93.401885|(314) 229-1896|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00135|1000000135|individual||Elizabeth|Sophia|Wilson||FNP-C|Pediatrics|female|9494 Medical Plaza Dr|AZ City|AZ|82927|39.754187|-70.552078|(334) 854-4749|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00136|1000000136|individual||Sebastian||Ramirez||NP-C|Oncology|male|1199 Medical Plaza Dr|AZ City|AZ|23321|44.544035|-103.987315|(245) 260-1010|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00137|1000000137|individual|Dr.|Sofia|William|Johnson||DO|Pediatrics|female|1036 Medical Plaza Dr|NJ City|NJ|77213|41.200331|-102.93186|(590) 318-8934|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00138|1000000138|individual||Mia|Olivia|Nguyen||RN|Oncology|female|5783 Medical Plaza Dr|TX City|TX|43061|39.981842|-71.06447|(545) 617-9979|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00139|1000000139|individual||Ella|Benjamin|Lewis||APRN|Cardiology|female|5095 Medical Plaza Dr|MA City|MA|10519|35.831865|-85.478993|(403) 344-5264|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00140|1000000140|individual||Elijah|Amelia|Allen||RN|Dermatology|male|2848 Medical Plaza Dr|IL City|IL|86370|35.842493|-91.995038|(395) 259-5760|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00141|1000000141|individual||Jacob||Flores||NP|Orthopedics|male|1585 Medical Plaza Dr|WA City|WA|59152|41.421439|-120.702322|(254) 803-5826|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00142|1000000142|individual||Alexander||Davis||RN|Dermatology|male|3788 Medical Plaza Dr|MI City|MI|39330|40.725948|-90.074198|(493) 447-1452|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00143|1000000143|individual|Dr.|Noah|Amelia|Flores||DO|Orthopedics|male|3979 Medical Plaza Dr|MI City|MI|46356|40.23596|-68.690038|(423) 278-7736|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00144|1000000144|individual||Evelyn||Lewis||APRN|Internal Medicine|female|3359 Medical Plaza Dr|NJ City|NJ|91493|41.632329|-85.613974|(332) 978-8398|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00145|1000000145|individual||James|Ella|White||PA-C|Dermatology|male|7085 Medical Plaza Dr|NC City|NC|83285|29.017841|-75.468006|(213) 556-8537|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00146|1000000146|individual||Logan|Logan|Jones||PA-C|Urgent Care|male|3089 Medical Plaza Dr|PA City|PA|77466|31.788859|-117.21462|(873) 793-6961|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00147|1000000147|individual||Ethan|Scarlett|King||NP-C|Dermatology|male|1295 Medical Plaza Dr|VA City|VA|16397|34.042127|-67.950322|(953) 519-4696|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00148|1000000148|individual||Sophia||Johnson||APRN|Urgent Care|female|6814 Medical Plaza Dr|CA City|CA|99490|25.584927|-105.462686|(272) 735-9993|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00149|1000000149|individual||Charlotte||Miller||NP-C|Internal Medicine|female|3901 Medical Plaza Dr|AZ City|AZ|75859|25.665201|-117.16801|(614) 495-4392|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00150|1000000150|individual||Oliver|Scarlett|Lewis||RN|Pediatrics|male|8681 Medical Plaza Dr|WA City|WA|78316|47.652337|-84.102744|(489) 244-1085|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00151|1000000151|individual||Michael|Ethan|Walker||NP-C|Psychiatry|male|2599 Medical Plaza Dr|WA City|WA|10667|32.587062|-94.798133|(335) 863-8768|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00152|1000000152|individual||Olivia|Lucas|Hernandez||CNM|Pediatrics|female|9975 Medical Plaza Dr|MA City|MA|26879|47.639329|-93.073097|(913) 209-5244|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00153|1000000153|individual||Grace||Moore||NP|Obstetrics|female|3238 Medical Plaza Dr|VA City|VA|82152|41.645493|-121.965787|(657) 869-4996|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00154|1000000154|individual||Evelyn|Evelyn|Jones||NP|Family Medicine|female|938 Medical Plaza Dr|NC City|NC|95952|33.629172|-107.369505|(929) 274-6013|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00155|1000000155|individual|Dr.|Abigail||Perez||DO|Urgent Care|female|561 Medical Plaza Dr|TX City|TX|40214|41.389628|-87.920841|(815) 699-3729|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00156|1000000156|individual||Logan||Lopez||NP|Orthopedics|male|4275 Medical Plaza Dr|NC City|NC|15950|37.687482|-109.143399|(932) 977-9507|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00157|1000000157|individual||Emily|Amelia|Jones||RN|Neurology|female|6137 Medical Plaza Dr|CA City|CA|69378|33.029827|-118.197311|(296) 537-3908|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00158|1000000158|individual|Dr.|Liam||Brown||DO|Oncology|male|1520 Medical Plaza Dr|NY City|NY|56947|28.929819|-110.246522|(872) 804-9851|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00159|1000000159|individual||Henry||Young||NP|Obstetrics|male|6367 Medical Plaza Dr|FL City|FL|61142|43.847478|-104.286449|(817) 695-6621|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00160|1000000160|individual||Evelyn||Anderson||NP-C|Internal Medicine|female|2162 Medical Plaza Dr|PA City|PA|53326|40.139241|-109.68556|(389) 408-7005|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00161|1000000161|individual||James|Lucas|Allen||RN|Neurology|male|7134 Medical Plaza Dr|VA City|VA|71088|43.831721|-106.105765|(953) 782-4387|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00162|1000000162|individual||Jacob||Wilson||APRN|Urgent Care|male|4882 Medical Plaza Dr|GA City|GA|35336|41.939963|-75.927439|(355) 283-8030|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00163|1000000163|individual||James|Lucas|Rodriguez||NP|Pediatrics|male|7849 Medical Plaza Dr|MI City|MI|30772|41.667086|-67.579714|(226) 382-7184|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00164|1000000164|individual||Ella|Daniel|Davis||CNM|Neurology|female|6834 Medical Plaza Dr|CA City|CA|43840|26.629737|-93.972652|(745) 906-6774|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00165|1000000165|individual|Dr.|Mason|Jacob|Williams||DO|Urgent Care|male|7895 Medical Plaza Dr|NJ City|NJ|42611|32.564375|-118.940038|(947) 480-1797|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00166|1000000166|individual|Dr.|Henry||Harris||DO|Pediatrics|male|4800 Medical Plaza Dr|CA City|CA|49665|25.92104|-84.94878|(603) 444-6769|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00167|1000000167|individual|Dr.|William|Alexander|Hill||MD|Dermatology|male|9697 Medical Plaza Dr|IL City|IL|78540|32.965272|-88.082402|(491) 429-8585|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00168|1000000168|individual|Dr.|Amelia|Charlotte|Ramirez||DO|Oncology|female|491 Medical Plaza Dr|IL City|IL|58843|33.227649|-119.901702|(811) 538-1815|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00169|1000000169|individual||Sophia||Hill||NP|Psychiatry|female|4209 Medical Plaza Dr|MA City|MA|13805|41.860452|-99.922049|(831) 686-4297|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00170|1000000170|individual|Dr.|Charlotte|Elizabeth|Brown||MD|Family Medicine|female|8338 Medical Plaza Dr|MI City|MI|82682|47.178405|-111.466317|(216) 934-1069|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00171|1000000171|individual||Olivia|Lucas|Lee||RN|Dermatology|female|910 Medical Plaza Dr|AZ City|AZ|82411|30.88802|-83.664375|(951) 995-5073|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00172|1000000172|individual||Mia|Jacob|Lopez||PA-C|Family Medicine|female|3659 Medical Plaza Dr|NJ City|NJ|90744|35.544852|-67.106466|(211) 704-7609|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00173|1000000173|individual|Dr.|Isabella||Rodriguez||MD|Neurology|female|5275 Medical Plaza Dr|NJ City|NJ|74867|28.213478|-105.53833|(808) 467-3111|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00174|1000000174|individual||Daniel||Jackson||CNM|Oncology|male|4955 Medical Plaza Dr|MI City|MI|37337|43.158529|-89.830052|(289) 438-6490|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00175|1000000175|individual||William|Abigail|Davis||NP|Neurology|male|1525 Medical Plaza Dr|AZ City|AZ|82333|46.939065|-80.088253|(450) 559-7164|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00176|1000000176|individual|Dr.|Mason||Young||MD|Family Medicine|male|307 Medical Plaza Dr|WA City|WA|82927|39.406287|-90.191976|(711) 698-3170|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00177|1000000177|individual||Jacob|Sofia|Smith||FNP-C|Oncology|male|3225 Medical Plaza Dr|NY City|NY|86021|34.674867|-74.308588|(523) 550-2292|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00178|1000000178|individual||Ava|Jacob|Flores||FNP-C|Orthopedics|female|3298 Medical Plaza Dr|PA City|PA|47720|35.421317|-95.257528|(585) 427-2957|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00179|1000000179|individual||William||Davis||FNP-C|Internal Medicine|male|1246 Medical Plaza Dr|IL City|IL|51815|31.975617|-122.77046|(292) 328-6506|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00180|1000000180|individual||Michael|Sophia|Miller||NP-C|Obstetrics|male|1215 Medical Plaza Dr|PA City|PA|66875|47.726801|-100.381243|(595) 766-4951|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00181|1000000181|individual||Oliver||Walker||NP|Family Medicine|male|8648 Medical Plaza Dr|MA City|MA|58499|36.273526|-120.261262|(229) 494-9232|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00182|1000000182|individual||Sofia|Ethan|Young||FNP-C|Orthopedics|female|9603 Medical Plaza Dr|CA City|CA|74097|37.890241|-118.964796|(973) 220-4600|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00183|1000000183|individual||Emma|Elijah|White||PA-C|Psychiatry|female|239 Medical Plaza Dr|OH City|OH|95285|26.912603|-74.822992|(709) 582-9805|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00184|1000000184|individual||William||Walker||RN|Dermatology|male|2887 Medical Plaza Dr|WA City|WA|67820|28.364916|-109.544277|(492) 945-2814|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00185|1000000185|individual||Scarlett|Scarlett|Wright||CNM|Dermatology|female|1938 Medical Plaza Dr|MI City|MI|49592|41.654818|-69.872023|(858) 527-4507|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00186|1000000186|individual||Avery|Alexander|Allen||NP-C|Pediatrics|female|9691 Medical Plaza Dr|MI City|MI|79154|32.789882|-104.252486|(934) 795-1119|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00187|1000000187|individual||Ava|Emily|Hernandez||PA-C|Pediatrics|female|7160 Medical Plaza Dr|VA City|VA|71004|38.242732|-110.888758|(778) 372-3680|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00188|1000000188|individual||Daniel|Oliver|Lopez||NP-C|Pediatrics|male|6460 Medical Plaza Dr|CA City|CA|61967|26.70804|-75.053778|(929) 478-9646|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00189|1000000189|individual|Dr.|Ella|Ava|Harris||MD|Obstetrics|female|2594 Medical Plaza Dr|AZ City|AZ|27465|44.355718|-91.468553|(417) 390-1083|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00190|1000000190|individual||Elizabeth||Thomas||NP|Psychiatry|female|9320 Medical Plaza Dr|WA City|WA|99339|29.197691|-68.860081|(465) 503-5086|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00191|1000000191|individual||Harper|Harper|Lee||RN|Urgent Care|female|6559 Medical Plaza Dr|NJ City|NJ|10084|42.040789|-68.902328|(987) 761-2508|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00192|1000000192|individual||Harper|Sebastian|Lopez||CNM|Dermatology|female|163 Medical Plaza Dr|CA City|CA|78717|35.287415|-87.613509|(962) 975-9832|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00193|1000000193|individual||Abigail||King||PA-C|Urgent Care|female|6229 Medical Plaza Dr|AZ City|AZ|59061|32.345913|-115.117418|(747) 823-7405|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00194|1000000194|individual||Isabella|Oliver|King||RN|Oncology|female|138 Medical Plaza Dr|FL City|FL|81633|37.278711|-122.914422|(611) 931-8065|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00195|1000000195|individual||Mia||Perez||PA-C|Oncology|female|995 Medical Plaza Dr|TX City|TX|99805|35.500514|-81.816965|(338) 873-1334|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00196|1000000196|individual|Dr.|Emily||Lopez||MD|Urgent Care|female|995 Medical Plaza Dr|TX City|TX|61483|28.830218|-109.519735|(492) 604-3191|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00197|1000000197|individual||Avery|Olivia|Williams||PA-C|Orthopedics|female|7980 Medical Plaza Dr|IL City|IL|46726|27.729431|-101.914366|(791) 965-9724|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00198|1000000198|individual||Olivia||Sanchez||NP-C|Orthopedics|female|689 Medical Plaza Dr|MA City|MA|55521|26.7435|-90.266196|(412) 402-4667|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00199|1000000199|individual||Amelia|Jackson|Wilson||PA-C|Internal Medicine|female|8214 Medical Plaza Dr|GA City|GA|62959|33.745591|-99.472174|(427) 216-7231|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
PR00200|1000000200|individual|Dr.|Jackson|William|Sanchez||MD|Oncology|male|3388 Medical Plaza Dr|OH City|OH|71078|46.255625|-80.907339|(320) 752-3883|SynaptiqPOC|META_SynaptiqPOC|2026-06-18 02:00:00
